Date,Adj Close,Close,High,Low,Open,Volume
1999-01-22,0.037602853029966354,0.041016001254320145,0.04882799834012985,0.038802001625299454,0.04374999925494194,2714688000
1999-01-25,0.04154226928949356,0.04531300067901611,0.04583299905061722,0.041016001254320145,0.04427099972963333,510480000
1999-01-26,0.03831886127591133,0.04179700091481209,0.046744998544454575,0.04114599898457527,0.04583299905061722,343200000
1999-01-27,0.03819967433810234,0.04166699945926666,0.04296899959445,0.0395830012857914,0.041926998645067215,244368000
1999-01-28,0.03807958960533142,0.04153599962592125,0.041926998645067215,0.0412760004401207,0.04166699945926666,227520000
1999-01-29,0.036289092153310776,0.0395830012857914,0.04166699945926666,0.0395830012857914,0.04153599962592125,244032000
1999-02-01,0.03700602427124977,0.04036499932408333,0.04062499850988388,0.0395830012857914,0.0395830012857914,154704000
1999-02-02,0.034141067415475845,0.03723999857902527,0.04062499850988388,0.03606799989938736,0.0395830012857914,264096000
1999-02-03,0.03485707566142082,0.03802099823951721,0.0385419987142086,0.03645800054073334,0.036719001829624176,75120000
1999-02-04,0.036766745150089264,0.04010400176048279,0.04114599898457527,0.03802099823951721,0.0385419987142086,181920000
1999-02-05,0.03784121572971344,0.0412760004401207,0.04166699945926666,0.03971400111913681,0.040754999965429306,136848000
1999-02-08,0.036528367549180984,0.03984399884939194,0.04166699945926666,0.03984399884939194,0.04153599962592125,154080000
1999-02-09,0.035095445811748505,0.03828100115060806,0.04088500142097473,0.03776000067591667,0.04062499850988388,86976000
1999-02-10,0.03473789617419243,0.037891000509262085,0.039322998374700546,0.03723999857902527,0.03828100115060806,148224000
1999-02-11,0.037722036242485046,0.04114599898457527,0.04270799830555916,0.03802099823951721,0.03802099823951721,132240000
1999-02-12,0.0398709811270237,0.04349000006914139,0.04374999925494194,0.04166699945926666,0.04166699945926666,109728000
1999-02-16,0.040109340101480484,0.04374999925494194,0.04609400033950806,0.039322998374700546,0.04427099972963333,211008000
1999-02-17,0.03796039894223213,0.041405998170375824,0.04322899878025055,0.04062499850988388,0.04270799830555916,67728000
