Date,Adj Close,Close,High,Low,Open,Volume
2010-03-11,0.6008641719818115,0.6604999899864197,0.6604999899864197,0.6424999833106995,0.6424999833106995,3702000
2010-03-12,0.5860055088996887,0.6441670060157776,0.6653329730033875,0.6441670060157776,0.6610000133514404,4548000
2010-03-15,0.5675075650215149,0.6238330006599426,0.6380000114440918,0.6141669750213623,0.6311669945716858,534000
2010-03-16,0.6135998964309692,0.6744999885559082,0.6751670241355896,0.630666971206665,0.6316670179367065,1260000
2010-03-17,0.6357361078262329,0.6988329887390137,0.7070000171661377,0.6861670017242432,0.699999988079071,2610000
2010-03-18,0.6202707886695862,0.681833028793335,0.7008330225944519,0.6721670031547546,0.6988329887390137,1584000
2010-03-19,0.5920698642730713,0.650833010673523,0.6736670136451721,0.6396669745445251,0.6733329892158508,1596000
2010-03-22,0.6348262429237366,0.6978330016136169,0.7003329992294312,0.6343330144882202,0.6380000114440918,3804000
2010-03-23,0.6757632493972778,0.7428330183029175,0.7455000281333923,0.7073330283164978,0.7076669931411743,6114000
2010-03-24,0.6383140087127686,0.7016670107841492,0.7356669902801514,0.6980000138282776,0.7356669902801514,2034000
2010-03-25,0.6351300477981567,0.6981670260429382,0.7425000071525574,0.6974999904632568,0.7319999933242798,2034000
2010-03-26,0.6251232028007507,0.6871669888496399,0.7204999923706055,0.6735000014305115,0.7168329954147339,2322000
2010-03-29,0.6419529914855957,0.7056670188903809,0.7136669754981995,0.7006670236587524,0.7093330025672913,1380000
2010-03-30,0.6542339324951172,0.7191669940948486,0.7266669869422913,0.6981670260429382,0.7166669964790344,1920000
2010-03-31,0.6440751552581787,0.7080000042915344,0.7300000190734863,0.7041670083999634,0.7246670126914978,1080000
2010-04-01,0.6461975574493408,0.710332989692688,0.7571669816970825,0.6984999775886536,0.7278329730033875,1644000
2010-04-05,0.7009321451187134,0.7705000042915344,0.7733330130577087,0.6901670098304749,0.7373329997062683,1500000
2010-04-06,0.6903185844421387,0.7588329911231995,0.7696670293807983,0.7471669912338257,0.7558330297470093,1998000
2010-04-07,0.6971413493156433,0.7663329839706421,0.7821670174598694,0.741832971572876,0.7628329992294312,3414000
2010-04-08,0.67242830991745,0.7391669750213623,0.7524999976158142,0.714667022228241,0.7524999976158142,4470000
2010-04-09,0.6903185844421387,0.7588329911231995,0.7591670155525208,0.730666995048523,0.7476670145988464,1254000
2010-04-12,0.7076030969619751,0.7778329849243164,0.7975000143051147,0.7611669898033142,0.7703329920768738,2400000
2010-04-13,0.7212487459182739,0.7928329706192017,0.7966669797897339,0.7721670269966125,0.7821670174598694,2904000
2010-04-14,0.8140392899513245,0.8948330283164978,0.8976669907569885,0.8420000076293945,0.8420000076293945,6504000
2010-04-15,0.8210139870643616,0.9024999737739563,0.9231669902801514,0.8923329710960388,0.9108330011367798,12666000
2010-04-16,0.7906906008720398,0.8691669702529907,0.8916670083999634,0.828499972820282,0.8916670083999634,4452000
2010-04-19,0.7640052437782288,0.8398330211639404,0.8654999732971191,0.7918329834938049,0.8399999737739563,5712000
2010-04-20,0.8010003566741943,0.8805000185966492,0.886667013168335,0.8583329916000366,0.8643329739570618,2922000
2010-04-21,0.775983452796936,0.8529999852180481,0.9061669707298279,0.8140000104904175,0.886667013168335,5772000
2010-04-22,0.8198014497756958,0.9011669754981995,0.9039999842643738,0.7973330020904541,0.8363329768180847,6594000
2010-04-23,0.8234401941299438,0.9051669836044312,0.9160000085830688,0.8686670064926147,0.9160000085830688,3600000
2010-04-26,0.830717921257019,0.9131669998168945,0.9380000233650208,0.9068329930305481,0.913332998752594,3846000
2010-04-27,0.7447503209114075,0.8186669945716858,0.906499981880188,0.8159999847412109,0.875,5112000
2010-04-28,0.7596085071563721,0.8349999785423279,0.8791670203208923,0.7935000061988831,0.835332989692688,6864000
2010-04-29,0.785687267780304,0.8636670112609863,0.8666669726371765,0.8255000114440918,0.835332989692688,5838000
